Country,Year,Total Energy Consumption (TWh),Per Capita Energy Use (kWh),Renewable Energy Share (%),Fossil Fuel Dependency (%),Carbon Emissions (Million Tons)
China,2018,9268.21,8544.01,8.12,16.48,2604.58
Germany,2009,4610.47,12947.57,42.5079799361605,57.49202006383949,1184.54
UK,2006,3697.0,11129.31,50.08,47.85,1034.24
UK,2011,6332.72,36717.17,45.2209807131165,54.7790192868835,148.05
India,2019,6771.0,23781.81,8.18,54.62,2948.33
UK,2004,2185.81,35577.22,54.78,20.62,1042.18
USA,2015,8385.69,21102.87,5.26,43.43,4397.23
Russia,2008,2970.38,44541.91,27.54,14.05,3038.69
Brazil,2006,1948.17,49184.26,43.2922936616507,56.7077063383493,2804.25
Germany,2019,4123.36,33657.2,64.62888941139587,35.37111058860412,2548.19
Russia,2021,7332.54,43258.72,15.76,35.88,1115.78
Canada,2013,9658.04,25642.7,19.39,77.8,4848.58
China,2010,8111.88,46763.73,44.93574384665649,55.06425615334349,4836.87
USA,2006,9409.45,41663.53,32.458612187389924,67.54138781261008,1640.3
Germany,2009,1492.0,49593.04,57.99,25.47,3892.27
Russia,2008,804.65,31343.14,59.54370606181191,40.45629393818809,640.27
China,2003,5621.28,39070.73,53.847085908154604,46.152914091845396,3913.62
India,2015,2973.95,27371.97,35.07,49.96,1467.34
USA,2009,8297.74,13326.45,47.83,24.99,1481.22
USA,2018,6752.68,18060.38,54.91116325846463,45.08883674153537,2560.8
India,2023,9710.21,44753.27,12.83,71.59,1992.03
Brazil,2016,2622.44,3269.42,42.315932995714846,57.684067004285154,633.26
India,2008,4909.26,29778.25,37.09,30.55,2985.73
USA,2012,5062.28,18937.96,30.07,23.35,1108.53
USA,2000,2467.85,19641.28,62.502618532225405,37.4973814677746,2250.17
Russia,2001,5941.92,44286.27,60.59379217273953,39.40620782726046,1193.5
UK,2012,4488.53,42764.21,38.04,56.81,4295.05
China,2023,4522.54,30142.7,75.47,17.82,1723.21
India,2008,3691.09,14009.48,46.62,19.51,4443.08
China,2006,267.6,24035.09,69.1072519417052,30.89274805829479,1664.18
India,2015,5268.74,20710.52,27.64,28.11,938.51
Canada,2018,3418.95,18004.09,24.01,53.35,2904.34
USA,2006,113.07,5587.89,26.02,35.73,2797.93
UK,2005,3148.64,27384.14,46.72802577082374,53.27197422917626,3113.62
Russia,2017,2858.42,15440.65,29.76,63.82,1545.59
UK,2018,3995.14,33209.99,17.51,23.1,1633.85
UK,2010,1405.33,16300.59,54.62087476361862,45.37912523638138,1225.28
UK,2011,5126.07,21842.59,55.60556464811784,44.39443535188216,4645.58
China,2009,6955.16,3091.84,52.26406734603456,47.73593265396544,3430.63
India,2012,6338.84,49630.63,52.31526455540444,47.68473544459555,3793.47
Japan,2011,8057.17,25626.71,74.70827439886845,25.291725601131542,1011.11
Canada,2020,4574.88,1699.76,61.25110304931856,38.74889695068144,3324.81
Germany,2009,5239.01,27290.92,49.09,16.01,3825.19
UK,2019,8122.98,43582.52,65.60295324036095,34.397046759639046,1745.16
Brazil,2017,4334.24,38741.33,53.26,45.45,830.58
China,2003,7045.83,35194.88,15.78,53.12,3500.17
Russia,2023,4402.56,7403.5,36.18,14.48,3075.16
Germany,2004,4235.59,33057.99,42.9,12.27,2899.31
Japan,2004,7626.04,38431.77,68.20823244552058,31.791767554479417,953.7
Brazil,2011,1830.89,28834.74,61.03,23.24,1349.34
Japan,2002,3452.0,44691.08,55.711479090653945,44.288520909346055,3143.18
Germany,2007,2319.31,14210.99,54.987718881229696,45.012281118770304,3087.25
UK,2021,3655.19,12486.16,31.34,32.81,2795.88
Brazil,2001,2380.71,43543.7,66.09,13.2,3852.29
Japan,2017,5836.12,31457.21,21.6,22.77,4082.55
Russia,2008,8001.89,571.64,39.69,58.42,1418.74
India,2012,7887.47,17980.0,48.10573840214617,51.89426159785383,830.16
USA,2006,3708.56,42963.87,57.01,32.85,1045.78
India,2009,9888.73,1852.32,53.19179051663128,46.80820948336872,1442.48
Germany,2008,5979.16,660.77,26.65,70.7,4741.36
China,2021,4054.06,14422.33,68.73,13.37,728.95
USA,2014,8371.84,45743.0,22.2,74.14,4399.87
Canada,2004,7325.75,45123.14,51.35,42.63,1056.72
Russia,2011,7517.83,26178.72,35.064935064935064,64.93506493506493,1774.81
Canada,2000,2041.78,27885.23,52.3,47.7,673.07
Brazil,2011,4736.41,16934.4,16.52,26.46,561.63
USA,2021,8632.1,12564.96,31.33503028175195,68.66496971824805,520.96
Canada,2005,5089.98,40853.48,61.69,27.03,1746.66
Canada,2018,6866.18,5761.6,42.237424547283695,57.76257545271629,2642.28
Japan,2018,5920.54,24624.04,51.66,22.12,1044.0
India,2015,8439.33,31902.66,45.83057264552768,54.16942735447231,4666.74
Japan,2018,2917.15,5632.17,68.72278664731495,31.277213352685045,2952.77
USA,2002,5797.21,26220.55,51.96947316592811,48.030526834071885,4431.07
USA,2022,1320.02,29087.3,35.61,22.93,786.65
Germany,2009,6933.09,37253.55,34.91,38.62,760.3
Japan,2017,7346.48,12124.38,48.77980364656381,51.22019635343619,4241.43
Australia,2012,524.09,15019.71,13.13,78.43,2861.51
India,2017,6790.33,28691.3,30.76,31.27,4696.0
USA,2002,4205.43,49164.76,24.62,37.78,777.14
Germany,2022,1328.56,11265.91,23.99,42.33,178.79
Japan,2002,4257.08,49302.24,59.27,27.69,4586.97
India,2022,2022.91,35859.96,35.91723874904653,64.08276125095347,3509.24
Japan,2024,4214.04,41391.06,19.55,16.44,4045.48
Canada,2011,3904.96,4937.24,57.54757476033768,42.452425239662325,1515.27
Germany,2019,7410.08,15370.8,62.598673823808014,37.40132617619198,65.18
India,2006,7764.73,3357.95,74.41087039148613,25.589129608513872,2440.26
UK,2024,6109.58,18891.58,38.21,44.5,4950.55
Brazil,2023,324.6,49073.84,9.84,68.1,4542.31
Brazil,2007,9317.12,5711.02,14.07,41.18,406.51
India,2008,6893.71,28337.45,28.46,18.53,979.53
Japan,2013,438.53,800.5,23.7,12.86,1590.58
Germany,2004,8206.45,35777.8,55.16209823292056,44.83790176707944,4160.48
Brazil,2020,2082.63,10261.04,72.83758301221613,27.162416987783878,4132.34
Germany,2018,5834.29,6914.43,49.74266426041039,50.25733573958959,965.77
Brazil,2020,4719.68,17182.38,55.755156353958746,44.24484364604125,2688.75
Canada,2015,4256.4,38666.69,55.03,40.54,2533.88
Japan,2023,8908.17,5777.35,58.724468528553565,41.27553147144644,2100.69
Canada,2011,4429.88,11877.03,67.05882352941175,32.94117647058823,2702.81
Brazil,2020,845.91,918.99,43.321494749845584,56.67850525015441,1499.3
UK,2003,9471.72,48436.54,18.14,42.06,2681.17
UK,2007,9213.3,29811.21,18.93,17.28,3443.76
Canada,2006,6875.88,36135.03,51.32951235553885,48.67048764446114,359.39
UK,2014,4732.14,32743.47,33.34,53.61,4838.16
Brazil,2005,1019.31,7646.05,56.44100315198026,43.55899684801973,868.25
India,2004,7928.41,29949.53,43.069830713422014,56.93016928657799,1833.48
Canada,2013,847.23,7005.07,60.37480680061823,39.62519319938176,2379.61
China,2020,779.15,20361.2,5.49,34.65,252.87
Japan,2012,5420.1,28663.68,47.4,44.35,2764.39
UK,2009,1685.27,28164.62,36.32478632478632,63.67521367521368,4356.37
UK,2017,176.53,6394.13,45.26462395543175,54.73537604456824,4510.04
USA,2003,4288.82,2204.58,32.48203618734309,67.51796381265692,1664.65
Australia,2007,1458.45,40012.6,77.14085371198178,22.859146288018227,2816.04
Canada,2023,1689.1,36433.16,58.05152224824356,41.94847775175644,3895.15
Russia,2010,861.42,4550.04,61.09,28.16,1301.59
UK,2016,2130.43,6807.07,69.92430613961311,30.07569386038688,2665.94
Japan,2017,7183.29,44682.9,87.9972497790001,12.002750220999904,1865.27
China,2020,8108.38,38571.88,21.81,21.24,1921.97
UK,2024,4580.08,49809.93,66.15935541629365,33.84064458370635,515.98
China,2010,5114.88,13072.38,18.8,35.53,2064.1
Brazil,2015,423.28,24646.25,43.85,29.52,846.35
Brazil,2011,786.23,12204.75,13.52,26.12,1541.29
Australia,2012,2649.92,31328.61,48.15645241654211,51.84354758345789,1684.89
India,2015,5484.59,6213.0,44.82,30.62,2181.47
Russia,2022,7421.56,6798.54,49.56743002544528,50.43256997455471,4588.72
USA,2020,6089.53,4058.45,62.63,35.8,3173.44
Australia,2000,3982.07,34832.51,46.570805396235556,53.429194603764444,4873.59
Germany,2015,1271.41,24956.59,29.99,21.71,2973.73
USA,2014,7829.66,31077.7,76.14,21.03,4037.18
Canada,2005,3701.48,44025.4,47.4011144605828,52.5988855394172,4179.05
Japan,2011,7386.93,37146.26,38.64766324163076,61.35233675836924,3708.07
Germany,2007,5178.49,23355.28,81.62703149389404,18.37296850610596,3366.08
Germany,2006,7412.75,49225.62,29.1,15.16,2118.68
Australia,2001,9082.17,23084.68,39.80845969672785,60.19154030327214,2858.02
India,2011,9218.19,6066.31,63.0,18.21,1008.9
Australia,2020,5397.56,49636.41,15.64,27.53,3110.32
Canada,2013,5163.93,1629.63,31.86892983570845,68.13107016429156,2595.77
UK,2015,2730.22,27719.24,52.49031146835079,47.5096885316492,4031.41
UK,2010,9364.42,15800.23,25.12,33.99,4517.59
India,2019,4633.4,25425.83,37.92323232323233,62.07676767676767,707.33
Canada,2008,1363.15,28156.29,54.07899593946106,45.92100406053895,3469.99
India,2009,4383.78,12384.75,62.05,15.06,4752.73
China,2016,1357.83,28064.51,53.05264827148747,46.94735172851253,4593.51
UK,2011,5075.06,37925.03,62.28014577721439,37.719854222785614,4180.41
Germany,2005,5656.63,13692.24,38.39,50.08,289.29
Russia,2018,3443.78,19479.59,44.97753197372969,55.02246802627031,1299.8
Japan,2010,809.34,13778.01,67.23,20.68,784.03
Canada,2008,9440.69,41117.71,30.52,55.98,4638.33
USA,2020,7756.2,36386.62,67.45749613601237,32.54250386398763,3757.0
India,2005,8404.92,43624.22,73.01292181835083,26.98707818164916,2682.33
Japan,2024,3732.0,8917.47,29.64,58.55,4898.03
USA,2024,7632.23,4142.19,52.35417540914813,47.645824590851866,1013.86
Japan,2023,4905.19,6409.48,48.55104442483084,51.448955575169165,3225.78
Russia,2024,2090.73,8470.41,36.81978798586572,63.18021201413428,3066.44
USA,2015,1331.79,26887.59,61.385518590998046,38.614481409001954,1735.25
Australia,2019,3516.0,48560.15,63.67,32.79,2452.63
Brazil,2015,1461.77,18183.15,56.42070178687158,43.57929821312842,1215.16
Australia,2005,9982.86,47946.16,23.77,35.15,3401.72
UK,2004,586.97,2390.94,39.67,29.41,2120.29
Brazil,2020,4467.32,46380.17,41.88,48.61,166.57
Australia,2003,4575.73,9467.05,54.577864203532656,45.42213579646735,4756.39
Brazil,2001,3076.26,45667.51,52.85583103764922,47.14416896235078,2532.02
Brazil,2005,5756.38,3283.26,12.3,76.81,3542.89
Germany,2008,1584.77,47436.86,31.15,30.9,1024.8
India,2016,7860.73,10439.51,45.21,36.06,679.79
India,2013,3391.23,15484.35,54.378769601930045,45.62123039806996,4516.99
Germany,2006,5954.29,24801.65,56.72461116193962,43.27538883806039,2975.12
Japan,2021,7184.83,19345.68,46.7,10.13,2492.09
China,2018,8901.52,33542.63,14.94,31.86,2629.69
Japan,2000,8374.3,48752.98,29.9,27.76,1219.2
USA,2019,6122.26,30518.11,26.65,68.79,4567.8
USA,2024,3945.09,36213.53,50.26402872632543,49.73597127367458,1110.49
Brazil,2014,5081.73,4856.26,20.3,29.87,832.13
Australia,2017,7710.47,31576.72,44.52,17.14,4653.73
Australia,2002,8787.7,22965.56,62.01,24.36,1324.99
India,2017,1127.44,44346.23,79.55563682911219,20.44436317088781,4319.3
Canada,2001,3910.08,19716.45,77.16197666437886,22.83802333562114,3873.94
Japan,2009,7783.55,34132.98,76.49203949123898,23.50796050876101,1940.62
UK,2010,4373.35,11793.61,60.24261218533382,39.75738781466618,1307.31
Russia,2023,3389.05,13338.94,67.89327514382067,32.10672485617933,3806.99
Australia,2002,4172.09,19118.06,58.56637466307277,41.43362533692722,3008.11
Russia,2006,6068.16,15551.15,69.67351659105061,30.326483408949382,1307.5
Brazil,2007,9998.07,13067.0,56.16948930883411,43.83051069116589,4459.85
Russia,2018,4980.63,2958.6,35.90623691921306,64.09376308078694,3618.86
UK,2017,2164.1,41918.94,40.4,38.27,4550.93
Germany,2012,1712.18,3682.93,44.14,13.46,2215.48
UK,2012,519.26,44424.59,61.08,26.77,684.59
Russia,2023,5632.29,6710.54,70.91,17.13,4624.17
UK,2018,5491.26,3730.46,69.83116768319633,30.16883231680368,3027.06
China,2022,2131.82,28368.74,43.78,55.16,3049.99
Brazil,2011,6983.76,25370.87,35.89,46.32,2942.11
Japan,2016,7436.96,24816.11,76.6395570167849,23.36044298321509,2388.35
Germany,2021,2665.07,28937.96,24.71,63.71,1312.46
Australia,2011,3506.59,14709.3,23.87,19.2,3084.46
USA,2012,9905.67,33315.99,65.81,25.97,3607.08
Japan,2024,3805.22,25368.91,20.27,57.32,4586.89
USA,2011,7631.94,17069.8,38.95,23.81,407.13
Brazil,2018,4581.98,41411.78,29.85,57.51,1310.81
Germany,2013,7954.11,36522.19,19.34,78.39,3894.59
India,2006,7713.33,19983.71,44.32105821833919,55.67894178166082,3887.0
Australia,2012,6710.78,42457.08,36.75,21.2,1099.57
China,2005,8562.31,46052.78,44.29,46.43,964.35
India,2023,9398.26,27074.88,21.65,39.56,1867.34
Brazil,2018,5841.83,11140.15,46.94368361279979,53.05631638720022,361.43
Japan,2018,2450.94,45831.71,29.0591250228812,70.9408749771188,3665.29
China,2003,4046.43,9879.24,34.13,18.9,3365.55
UK,2018,7607.23,2896.95,26.41943222710916,73.58056777289084,4300.69
Russia,2008,6543.75,16710.61,41.92,23.54,2178.74
China,2015,1860.2,36484.83,44.4,32.36,3201.84
Brazil,2003,607.27,46202.07,50.02,34.74,4772.05
Canada,2005,6861.32,32045.64,74.36072280941016,25.63927719058984,4796.07
Russia,2007,2585.68,47616.01,54.01305810195872,45.98694189804129,401.83
USA,2023,5046.74,5072.36,56.8,33.1,59.33
Australia,2015,7492.79,3507.31,8.31,67.17,4801.92
USA,2004,5670.4,30407.5,41.74167581412367,58.25832418587632,2699.82
China,2020,924.7,48322.76,12.62,68.85,3516.98
USA,2021,1937.24,25384.7,65.38,34.23,4567.36
Brazil,2009,2271.35,3050.0,38.16,59.79,2194.12
UK,2022,2652.86,11450.32,61.66545277980093,38.33454722019908,2231.23
Japan,2012,5697.49,12617.25,56.67576746354131,43.32423253645868,876.56
Australia,2013,5089.26,17223.93,40.45,20.72,4533.85
USA,2006,2111.28,2658.37,44.15,54.67,3255.98
USA,2019,768.79,45292.19,46.22862889708348,53.77137110291652,942.33
China,2005,1797.18,26020.42,21.76,63.29,2820.97
Japan,2006,9845.37,33711.07,51.97494884355429,48.02505115644572,1674.41
India,2004,4738.61,3825.06,41.8,14.09,778.55
USA,2020,8686.72,3178.72,19.18,34.2,950.25
Brazil,2017,8502.65,29530.15,61.69272903966782,38.30727096033218,2818.32
Canada,2022,5164.04,44421.15,23.63,31.68,2843.71
Australia,2011,7096.21,26659.86,17.2,31.69,3960.21
USA,2005,2008.24,43952.05,52.84,22.33,1277.52
Brazil,2000,6915.13,40644.07,48.12776184200325,51.87223815799674,4583.38
Brazil,2003,2796.61,4254.76,42.06505473733952,57.93494526266048,2617.13
Australia,2018,8337.41,10496.89,60.8,15.76,1060.65
India,2011,928.87,33056.68,14.82,20.84,2095.74
Brazil,2014,7754.07,22453.32,45.46,25.99,4620.63
Canada,2002,1089.38,14889.64,35.35,45.63,2416.87
Brazil,2022,8823.77,21222.38,57.30146290491117,42.69853709508882,4379.84
Brazil,2019,3111.62,22537.38,9.22,15.0,841.17
Brazil,2007,6578.49,45572.34,30.36,54.58,4574.09
UK,2010,4926.27,5621.19,80.61795090512747,19.38204909487252,2181.56
UK,2015,3726.4,14346.67,53.1812725090036,46.8187274909964,4683.83
India,2008,6489.87,27109.46,50.74647031007229,49.25352968992772,4337.09
USA,2002,9480.48,35065.2,11.46,76.47,3316.83
Brazil,2004,508.57,31716.55,52.72,17.43,3380.59
Japan,2019,9196.64,47111.32,39.01,44.16,1096.96
USA,2013,6129.91,39882.64,73.55,21.57,3034.01
India,2014,8092.41,28075.3,9.68,52.02,2770.0
Germany,2005,3900.36,11126.79,21.76,26.29,1704.03
USA,2003,4771.25,22818.27,42.1462178791169,57.8537821208831,2552.83
USA,2007,8701.62,34822.42,18.4,55.08,4649.26
Russia,2018,4206.99,41979.13,56.08920888576697,43.91079111423303,76.26
China,2004,5393.13,48006.94,52.455451101445206,47.54454889855479,2114.76
Russia,2012,299.93,30469.91,59.03548680618743,40.96451319381256,1701.51
Canada,2015,1670.12,26582.51,42.42,28.89,4808.09
UK,2000,6452.7,1375.75,59.845240778303655,40.15475922169634,4870.78
UK,2012,7198.07,4068.9,16.7,76.99,2949.02
China,2021,5867.75,8227.2,27.13,52.08,2772.53
Australia,2010,1518.77,3210.62,46.29519268970997,53.70480731029003,4520.9
Australia,2020,4509.51,20342.73,10.21,75.43,82.39
India,2007,3615.44,17175.49,13.13,46.07,2833.29
China,2024,5007.05,32049.03,32.71745549649878,67.28254450350121,171.93
USA,2007,8716.26,27015.42,80.09585565266423,19.904144347335777,4842.4
Australia,2023,7781.03,30000.55,63.33872583005932,36.66127416994068,1634.79
Brazil,2013,931.5,23862.87,44.61,24.9,2627.97
Japan,2012,8914.06,14247.99,17.08,41.73,2116.96
USA,2002,4770.49,47664.85,20.14,21.94,4473.44
Canada,2003,7464.24,4777.25,37.09,25.58,4999.1
Brazil,2019,1486.39,46975.1,22.86,24.76,388.52
Brazil,2014,6740.12,15906.28,12.05,32.4,3673.55
China,2014,2439.63,25876.74,62.27,19.42,1871.59
India,2020,4439.97,5887.69,44.94920294044768,55.05079705955232,738.41
Canada,2012,266.94,4011.09,29.76,25.45,2056.92
Australia,2008,1600.95,21762.5,64.51934402464438,35.480655975355624,4990.83
China,2024,1011.6,37214.02,70.96,11.12,1819.96
Australia,2009,2473.47,13833.56,46.74,17.34,1423.13
China,2011,1090.18,28336.22,13.21,72.74,4238.55
China,2013,6949.91,14293.19,54.77022483022351,45.22977516977649,4346.29
China,2000,387.5,19736.35,47.31446059678654,52.68553940321347,1727.4
India,2013,6215.63,45369.09,26.0,38.79,1528.43
China,2013,1493.01,42864.06,56.89,19.91,3254.04
Germany,2007,9457.1,26042.87,39.43,17.55,1065.63
Japan,2015,9337.63,12286.23,52.967052697728704,47.032947302271296,2444.24
Australia,2013,2332.48,10062.6,39.98233995584989,60.01766004415011,749.65
USA,2000,6182.77,47727.32,38.79107981220657,61.208920187793424,1558.54
Russia,2015,377.25,10534.47,67.55,30.21,1522.53
Canada,2017,9324.71,40504.33,57.17,32.47,3489.75
UK,2006,5277.57,18764.03,11.8,17.06,1447.25
India,2014,527.91,49290.16,10.56,64.21,4497.55
USA,2023,3490.75,18723.71,30.93,29.3,4916.08
Brazil,2016,860.81,17900.07,41.57,43.67,451.26
Germany,2018,3990.15,32054.45,27.45382458176192,72.54617541823808,2018.36
UK,2022,6732.27,48095.08,49.06933268308543,50.930667316914565,1544.11
Russia,2012,4751.91,48822.38,21.58,13.69,1792.35
USA,2008,3898.85,35506.7,64.85,10.57,1363.51
UK,2023,1279.65,37853.02,52.061248527679616,47.93875147232038,1944.19
USA,2023,2524.9,28388.41,15.57,48.68,750.0
Germany,2014,1091.42,37910.9,49.95858870299818,50.041411297001815,1435.1
Russia,2024,8094.24,43059.09,80.51996285979573,19.48003714020427,3751.7
Brazil,2002,1438.87,24561.72,21.39,71.04,1753.03
China,2023,5994.2,31183.18,56.20133861494331,43.79866138505668,1078.78
Australia,2000,3493.13,27097.18,43.85039186777372,56.14960813222627,586.8
Brazil,2015,2337.19,28342.3,55.23,33.88,1772.62
China,2007,6430.74,44557.37,9.41,29.3,3234.87
India,2022,4624.32,18103.03,68.61,20.62,1303.86
Japan,2012,4061.44,10805.11,37.80225240145744,62.19774759854256,2141.11
Canada,2007,5969.23,23085.87,66.3,22.38,4764.37
Canada,2016,4963.55,10800.22,73.78,18.35,2784.2
Australia,2021,3104.49,25170.82,49.52,23.49,2683.1
Russia,2022,5634.71,45223.65,27.41,64.0,2079.22
Germany,2013,6728.04,31062.96,17.03,72.27,2806.36
Russia,2020,364.26,42843.93,18.64,66.76,4923.61
Germany,2020,4712.13,8726.45,61.41898220418357,38.58101779581642,1306.34
Russia,2006,671.06,45093.24,15.5,79.57,4712.54
Japan,2014,1945.41,30288.46,37.7,14.82,787.9
India,2015,5649.04,2072.11,32.0910575352992,67.9089424647008,599.97
India,2018,8675.27,31839.39,66.29535864978902,33.70464135021097,3290.61
China,2005,8839.78,47594.15,45.6,41.86,1293.34
UK,2022,792.45,4418.77,82.57387462027064,17.426125379729356,2249.74
India,2000,4249.14,29331.58,67.65,12.34,3661.79
India,2011,5871.76,45816.19,70.62745456206046,29.372545437939536,2697.47
Brazil,2017,1555.99,979.91,13.39,22.24,118.06
Brazil,2015,7677.78,31730.19,26.51,43.83,1563.92
China,2011,7467.93,24007.66,16.51,20.31,370.2
UK,2019,9043.08,17675.97,44.41,19.65,4634.27
Australia,2012,184.01,31563.06,48.05733410942957,51.94266589057042,3983.51
Brazil,2007,2245.17,3108.75,19.37,74.49,4920.02
Australia,2021,8289.15,37776.62,16.06,77.5,4431.29
USA,2000,6738.74,721.73,49.82590529247911,50.17409470752089,2402.89
Brazil,2020,8954.46,15693.32,24.58,63.97,4418.86
Japan,2006,666.08,25445.95,40.03851540616246,59.96148459383753,3378.57
UK,2014,6009.94,19162.6,9.35,56.12,2646.77
China,2021,5733.56,15720.06,62.85,33.12,1884.7
USA,2012,453.18,41626.34,51.01,20.95,3420.78
UK,2012,5183.87,46774.21,60.03,26.61,2971.16
Japan,2008,6134.25,43748.78,28.41,68.83,3090.22
UK,2023,1993.8,26360.35,28.68,58.73,2029.17
Japan,2014,2805.96,44266.13,63.56602625402069,36.43397374597931,3709.61
Japan,2003,6439.44,46082.65,66.08,12.06,452.65
Australia,2012,4736.18,20757.3,54.28,28.63,3644.49
Russia,2011,8594.34,14530.57,48.89875219830835,51.10124780169165,3667.27
USA,2004,3489.58,5364.13,12.99,45.87,2603.92
UK,2006,2739.93,24215.05,65.76188060206324,34.23811939793676,1353.25
Germany,2007,9850.17,47341.7,68.7890625,31.2109375,2620.42
USA,2004,9120.24,28264.92,51.2537147102526,48.7462852897474,659.28
